prompt,response,instructions
"Player has 745 hp and 129 mp. Enemy has 4636 hp and 35 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 485 hp and 124 mp. Enemy has 2988 hp and 795 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 3915 hp and 52 mp. Enemy has 4937 hp and 66 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3481 hp and 80 mp. Enemy has 2363 hp and 486 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1803 hp and 144 mp. Enemy has 389 hp and 563 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1476 hp and 32 mp. Enemy has 4037 hp and 105 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [thunder spell] for more damage.
"Player has 2005 hp and 116 mp. Enemy has 678 hp and 160 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4619 hp and 56 mp. Enemy has 3702 hp and 299 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4826 hp and 74 mp. Enemy has 667 hp and 56 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 374 hp and 102 mp. Enemy has 3772 hp and 614 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 4397 hp and 124 mp. Enemy has 149 hp and 178 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2822 hp and 122 mp. Enemy has 1531 hp and 217 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2090 hp and 39 mp. Enemy has 924 hp and 105 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [blizzard spell] for more damage.
"Player has 25 hp and 91 mp. Enemy has 643 hp and 52 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 66 hp and 13 mp. Enemy has 116 hp and 596 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3306 hp and 149 mp. Enemy has 2008 hp and 172 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1764 hp and 76 mp. Enemy has 3748 hp and 519 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 133 hp and 72 mp. Enemy has 3914 hp and 701 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 4864 hp and 120 mp. Enemy has 810 hp and 351 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 301 hp and 1 mp. Enemy has 466 hp and 192 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3270 hp and 63 mp. Enemy has 2471 hp and 645 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3827 hp and 136 mp. Enemy has 2258 hp and 125 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2914 hp and 79 mp. Enemy has 4851 hp and 273 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2564 hp and 101 mp. Enemy has 41 hp and 362 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3590 hp and 139 mp. Enemy has 4211 hp and 710 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 563 hp and 82 mp. Enemy has 4618 hp and 660 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 4603 hp and 10 mp. Enemy has 4907 hp and 304 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 2491 hp and 27 mp. Enemy has 2559 hp and 647 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [fire spell] for more damage.
"Player has 1135 hp and 98 mp. Enemy has 801 hp and 82 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4321 hp and 148 mp. Enemy has 325 hp and 60 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4390 hp and 124 mp. Enemy has 4063 hp and 92 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2907 hp and 15 mp. Enemy has 3857 hp and 611 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4003 hp and 104 mp. Enemy has 674 hp and 108 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 587 hp and 42 mp. Enemy has 4507 hp and 109 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 4314 hp and 111 mp. Enemy has 4326 hp and 748 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1494 hp and 70 mp. Enemy has 4025 hp and 417 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1882 hp and 1 mp. Enemy has 2680 hp and 72 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 68 hp and 130 mp. Enemy has 146 hp and 96 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1472 hp and 38 mp. Enemy has 3946 hp and 767 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [blizzard spell] for more damage.
"Player has 2278 hp and 108 mp. Enemy has 299 hp and 134 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1596 hp and 51 mp. Enemy has 2910 hp and 183 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 243 hp and 65 mp. Enemy has 1564 hp and 725 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 1975 hp and 27 mp. Enemy has 2280 hp and 561 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [fire spell] for more damage.
"Player has 3346 hp and 60 mp. Enemy has 2103 hp and 754 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3730 hp and 87 mp. Enemy has 3542 hp and 448 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2183 hp and 54 mp. Enemy has 4324 hp and 610 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1763 hp and 38 mp. Enemy has 4489 hp and 595 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [blizzard spell] for more damage.
"Player has 3857 hp and 24 mp. Enemy has 2812 hp and 264 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4942 hp and 57 mp. Enemy has 3762 hp and 495 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4839 hp and 15 mp. Enemy has 1459 hp and 701 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 4360 hp and 41 mp. Enemy has 1248 hp and 229 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 998 hp and 116 mp. Enemy has 3694 hp and 783 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3247 hp and 82 mp. Enemy has 675 hp and 715 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2263 hp and 58 mp. Enemy has 4308 hp and 573 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2389 hp and 73 mp. Enemy has 1293 hp and 102 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1872 hp and 118 mp. Enemy has 3933 hp and 544 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1693 hp and 96 mp. Enemy has 1025 hp and 675 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4998 hp and 130 mp. Enemy has 873 hp and 226 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4216 hp and 128 mp. Enemy has 839 hp and 661 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 793 hp and 74 mp. Enemy has 2235 hp and 134 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 1643 hp and 20 mp. Enemy has 976 hp and 216 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4088 hp and 99 mp. Enemy has 3331 hp and 693 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2471 hp and 142 mp. Enemy has 476 hp and 754 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1829 hp and 94 mp. Enemy has 3876 hp and 585 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1975 hp and 108 mp. Enemy has 4476 hp and 194 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4576 hp and 43 mp. Enemy has 4117 hp and 648 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1891 hp and 65 mp. Enemy has 4561 hp and 598 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3365 hp and 52 mp. Enemy has 191 hp and 102 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 576 hp and 81 mp. Enemy has 1695 hp and 495 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 41 hp and 67 mp. Enemy has 3918 hp and 757 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 4164 hp and 100 mp. Enemy has 2980 hp and 356 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4753 hp and 38 mp. Enemy has 2990 hp and 745 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [blizzard spell] for more damage.
"Player has 4958 hp and 21 mp. Enemy has 2779 hp and 49 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1347 hp and 8 mp. Enemy has 841 hp and 697 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 80 hp and 124 mp. Enemy has 2416 hp and 658 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 1634 hp and 131 mp. Enemy has 769 hp and 631 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 511 hp and 46 mp. Enemy has 1706 hp and 450 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 4178 hp and 86 mp. Enemy has 1970 hp and 683 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4862 hp and 60 mp. Enemy has 3211 hp and 398 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4624 hp and 129 mp. Enemy has 2162 hp and 276 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1407 hp and 46 mp. Enemy has 4271 hp and 495 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4560 hp and 6 mp. Enemy has 4812 hp and 456 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 92 hp and 17 mp. Enemy has 304 hp and 523 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 4852 hp and 142 mp. Enemy has 4245 hp and 161 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4062 hp and 52 mp. Enemy has 1952 hp and 464 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 479 hp and 145 mp. Enemy has 512 hp and 122 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1629 hp and 59 mp. Enemy has 1835 hp and 472 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2621 hp and 66 mp. Enemy has 1796 hp and 684 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 745 hp and 140 mp. Enemy has 1240 hp and 92 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 3112 hp and 82 mp. Enemy has 4192 hp and 280 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2734 hp and 20 mp. Enemy has 1429 hp and 665 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3306 hp and 119 mp. Enemy has 2130 hp and 492 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 378 hp and 3 mp. Enemy has 1948 hp and 363 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],You should use a [potion] to heal.
"Player has 533 hp and 98 mp. Enemy has 709 hp and 596 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2930 hp and 75 mp. Enemy has 2173 hp and 749 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2265 hp and 12 mp. Enemy has 2588 hp and 83 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4642 hp and 92 mp. Enemy has 3404 hp and 39 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1447 hp and 90 mp. Enemy has 2622 hp and 192 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3501 hp and 140 mp. Enemy has 4463 hp and 445 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 198 hp and 84 mp. Enemy has 3502 hp and 518 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 3063 hp and 21 mp. Enemy has 3199 hp and 447 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3440 hp and 77 mp. Enemy has 2198 hp and 577 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 783 hp and 131 mp. Enemy has 657 hp and 88 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3243 hp and 140 mp. Enemy has 1502 hp and 734 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3387 hp and 118 mp. Enemy has 4777 hp and 210 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1111 hp and 8 mp. Enemy has 1830 hp and 426 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2761 hp and 67 mp. Enemy has 4885 hp and 392 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4145 hp and 148 mp. Enemy has 2630 hp and 570 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1638 hp and 46 mp. Enemy has 770 hp and 674 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1539 hp and 0 mp. Enemy has 3542 hp and 100 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 1148 hp and 101 mp. Enemy has 3494 hp and 270 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3400 hp and 115 mp. Enemy has 2078 hp and 126 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3032 hp and 142 mp. Enemy has 4812 hp and 38 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1479 hp and 19 mp. Enemy has 1215 hp and 471 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3745 hp and 132 mp. Enemy has 1002 hp and 250 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4458 hp and 23 mp. Enemy has 4072 hp and 173 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1517 hp and 56 mp. Enemy has 3791 hp and 537 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3228 hp and 35 mp. Enemy has 2197 hp and 237 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [blizzard spell] for more damage.
"Player has 2173 hp and 34 mp. Enemy has 1404 hp and 683 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [thunder spell] for more damage.
"Player has 4515 hp and 101 mp. Enemy has 1735 hp and 11 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4123 hp and 8 mp. Enemy has 4050 hp and 71 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 4526 hp and 12 mp. Enemy has 239 hp and 88 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1737 hp and 103 mp. Enemy has 2023 hp and 50 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
